Signature,CreatorWallet,LaunchTimestamp,InitialLiquidity,Buyers10s,Buyers30s,Buyers5m,MaxPriceAchievedPct,TimeAtMaxPriceSec,TradeResult,Profit_SOL,RunningTotal_SOL
3FqkHpGCzXDkW4XJ2qSWrcjTPZB7nsxDUgiGaSa1BVZC1JyqPSc7AvYguZxeQWXejHzHShD3PZ81GJh2JqKsGbv5,[object Object],2025-05-20T21:54:06.000Z,44,2,15,5,330,158,Skipped,0,0
5FrUzt2BEDy1qQrt2DxRLG52b5p1nB2ohDgdaCci8QeSyMCet3bEXGiwwVbzL4P6AwysFRjLZJbbLT9vLbunzdMu,[object Object],2025-05-20T21:54:06.000Z,83,8,13,90,111,151,Partial Exit (Win),0.05,0.05
4JkGjKyTzWmTuhVLHz3wmzU7fbn36UrDT81cTughsEW7wDP8mXE8k9zsdEE9NpGLYtSgLTkqrZsPCgWEHt9s81EW,[object Object],2025-05-20T21:54:06.000Z,69,4,23,50,171,55,Skipped,0,0.05
q5DaPfWDkuw9KCCdmxzpzHkYWytZPemL6Kbz5qC6TwjjnFyyRUX4yAdNbGaeJWs4sNjwn5YgRURW7Pj3EkMLavD,[object Object],2025-05-20T21:54:06.000Z,32,7,4,41,278,202,Moonshot (Win),0.2,0.25
5UETFn6c41au6rz1qYRWRbXRQjMMWj8txMsm6BW9sr6xmL7AZew2CTcorLEJKyFBquL1vtYfNgrAUcyiYJ1pe64g,[object Object],2025-05-20T21:54:06.000Z,85,9,16,43,126,65,Partial Exit (Win),0.05,0.3
5Z4nsZ8HKPTeF8hC92vehWhXhkDeZZBB3Ca8uRLZktPexZMjA2WH418N1XMKSaS1LYCw8Ju7hRhDrhqCfn4wUbsz,[object Object],2025-05-20T21:54:06.000Z,32,2,1,33,21,247,Skipped,0,0.3
5bX9PVMXmKDexp43j8uAGgV4J4vdHRLvkqgfmvp1zQ6A5c5jT5ps7nX5bhk8Jw4cYmjNJdj5AagtdbkHB6hTj8af,[object Object],2025-05-20T21:54:06.000Z,21,2,29,94,435,260,Skipped,0,0.3
3vfWPG1zZcRC2JPc9AtTWtUpPTQGC8KtrYkA8FzoJJ48BKocKQRh79CYdrVJu5ECfe9mD3wW5GKoHH1isskAargy,[object Object],2025-05-20T21:54:06.000Z,99,7,7,4,13,265,Partial Exit (Win),0.05,0.35
28A3DFk4jS89XxKraFGJE81JPW4bWQTCnFZL6tN5voiFEs9YKuba4HyrfAxQs5bn5bG5XRqNv9bm56Uv4kfsqss6,[object Object],2025-05-20T21:54:06.000Z,68,0,4,29,82,6,Skipped,0,0.35
3fPpGYwkMND7K1GewufXQqVqULYXV9W36UyWm1QnL88784QMc9jWCR1r5Qf34d7KSz2iPbA9xK4wZf82Khdexgmf,[object Object],2025-05-20T21:54:06.000Z,37,5,7,48,376,224,Moonshot (Win),0.2,0.55
2Rsgk37BAL3At1URsUsM78Fo63tfRhfsRawoytwRmoRMYvkmiAAfUh2wWmVLu4gWXYbTnAraZQ1iKXbXNkaiQAHQ,[object Object],2025-05-20T21:54:06.000Z,40,4,20,63,191,78,Skipped,0,0.55
5ZZu7KkwmL9ZvSJsReGV6Z8cGxSTsKo6nqwU9NyiFst8iwqrbL2wmrDprB12TMeadZfNKqRMfjE1H5rtsQwApzaV,[object Object],2025-05-20T21:54:06.000Z,13,8,0,16,360,174,Moonshot (Win),0.2,0.75
G69DGuMuV4ZszsiG9D7eaWqySZ7iG5Y2dz7eBK6qWCb3UPT3SuLAHTqnNUEgBE2MiW473q9JgJpAqr9PN2nEjFy,[object Object],2025-05-20T21:54:06.000Z,55,5,15,19,370,60,Moonshot (Win),0.2,0.95
2mbZgVBpY3xTBLZWkQsnMtkhMCd6msWw35zpCspYJUJc5H7Kuz5uPQmM4fBhYRG5ac9LqX8pj7R9TnBzsWUKuvUK,[object Object],2025-05-20T21:54:06.000Z,80,9,19,5,45,234,Partial Exit (Win),0.05,1
4aJt167bBSicJLt99zLkNqZPa9bFUqPxfGXyfWNJZr1wcraFvSAJp4E9aW23aCZoDGrRXgRVyusLJD7xy6QSMNyH,[object Object],2025-05-20T21:54:06.000Z,47,0,5,24,390,101,Skipped,0,1
5D6BVyEnMx8VT92sfWtj7jC5kUyqWymExEMYhDn6EbRmbBx73nUR7v2RBg31RLoU8XDjSEoK9mFC2HHS89wvs27m,[object Object],2025-05-20T21:54:06.000Z,63,3,5,23,165,247,Skipped,0,1
4JkNcSDSvfbTq1jYsuNCKGnL2FsJGdqNScLnroG2FrEsmczaBJkyTwxyiRFgRoU6B2KKUcNdi8oWaYirGxgHDsLo,[object Object],2025-05-20T21:54:06.000Z,45,1,23,78,69,64,Skipped,0,1
31P7gynwwp72g4g5js4WuFdghNUaEvqCLakq166NrBYHr15H6mcywWw3yQJUXToKZuRYkoqyAkWjK3DqdzSRvuzd,[object Object],2025-05-20T21:54:06.000Z,11,3,25,29,264,85,Skipped,0,1
3g63k5ZQPKES23eMxuqexeugAriVgH3HpiPjLKEMuFpr6Nm5MN1QCNBuQDdXPDq62YVCriRGh4dh13i1i1Hiq6k7,[object Object],2025-05-20T21:54:06.000Z,30,8,25,32,118,291,Partial Exit (Win),0.05,1.05
3m88mSXDJotUPzYs3UGTge9MLtdBZAk6JYMmysWzKiShTvxeg53NRKVQ7fHciF6C2STVHJ5DPVNg781KR2NMq7AA,[object Object],2025-05-20T21:54:06.000Z,49,1,12,59,34,215,Skipped,0,1.05
3hTAWqa1v7NympZBXCGZzA1BAuM1KHroSYiaFwmZoch8aRqBb7u6KAHCdD4KfTgb17rqYRYYj6vSS3SyhbGVP33x,[object Object],2025-05-20T21:54:05.000Z,82,5,11,43,268,143,Moonshot (Win),0.2,1.25
5RVQz6xDHn9AW6stJrh1AFw2F4A2cy9oKFiPaQmJuRwFeXp5MUfWBBXmiieXUgh4HfSp4VQG39pqt71NvHdFPMDh,[object Object],2025-05-20T21:54:05.000Z,99,7,5,15,236,148,Moonshot (Win),0.2,1.45
4RzMBRQwYG1yGRErjC2wQTzaCdV3eaNTxEBpzcArvMh2aj3ggB58CTseZ7QXFpiEVVoxaYGUp2R3DnkqSUbn3VRF,[object Object],2025-05-20T21:54:05.000Z,79,4,15,33,98,199,Skipped,0,1.45
2VQacL9QuSRnNm4RngsNYqhfKo2PS8jzV1EbghDQ24cMdsszyLzD3PC7tdVeB1cqMEaTGmh4ybZpKgTfX9RJ3fZC,[object Object],2025-05-20T21:54:05.000Z,53,1,28,2,474,144,Skipped,0,1.45
3maidXTMDe6UY48zKnXn5oemZd2sL3uap5GeSuWuU2LuUbA2iSJY1CWWyofkH11dLV3kzFfqJj8v4YK6omY5cCwn,[object Object],2025-05-20T21:54:05.000Z,28,3,2,0,135,218,Skipped,0,1.45
25gadhLcMJAHuHehZXqcWBU4cQm1bNvFsd1uGerPotzoKyyaKMkEaNw1tGSgNae4ifPvBLcJvuHanXx5kBSVMqSc,[object Object],2025-05-20T21:54:05.000Z,61,1,4,39,129,100,Skipped,0,1.45
5osGpThNxeUycbmZHU3hMTrqDABT2Tym7rSHNW2WNfuebHfZHD67hCNKFvKQFxcpAGPX4Udt3Gay2PXvQPmDkHu8,[object Object],2025-05-20T21:54:05.000Z,91,1,0,64,307,113,Skipped,0,1.45
5Vy1YcbACw4nRuRE3TqGQd1XP7Uh3sKPTMVWU6d3yxDmYPHxRGJfcYW9Ru59JQzUxwyDqAEQTGqtk6zHJ2sXmhtK,[object Object],2025-05-20T21:54:05.000Z,36,8,0,76,201,153,Moonshot (Win),0.2,1.65
4dBnTFBWAdEr6rtbAuHQCw25CVqWrUq4hv8L6iJKxqy3E2upnzEbWUojQLfW5RBRAhUL9vu3gH16tBinz3CpRFLp,[object Object],2025-05-20T21:54:05.000Z,87,1,11,70,1,99,Skipped,0,1.65
5ziFPVwpuSopQm8VbnrYrJrv9Mi2REjmSBM9VUwsGAWPzGY2VgedWDLNkTAyEzJ4xabbX9T6asiqMoYCUiSko93o,[object Object],2025-05-20T21:54:05.000Z,40,3,15,96,0,287,Skipped,0,1.65
4YwgcEKgUUVa7hzAmkCkP9k6i7wG4opUEdsbS27LbgTGp7jU99XWUdgV3qXvtWQce6M7W5gx5XptxKc5Gm5pR5SZ,[object Object],2025-05-20T21:54:05.000Z,6,3,10,72,462,104,Skipped,0,1.65
3vWmSS6Gker248CcpSfELLcDWGnjBaC2ua83JMVVNxgMLPpdr1RVqPxMWrooccmxoQf8BDcoHPyW945GATYQ7WF9,[object Object],2025-05-20T21:54:05.000Z,35,2,7,19,284,214,Skipped,0,1.65
3gAhkWr5biYiuwJZFMDQLyKJxjKx9P6T2GnCYRPZY1hWYCswhA1iEQ8d5Z9vtTbiXJePi4dwLyUi9aW6xxA2FB3K,[object Object],2025-05-20T21:54:05.000Z,84,3,4,37,206,54,Skipped,0,1.65
3HejcAmZa49hPkc3GWhsvr87x1w7XMT3qZMXGgVHefwidc5624vnZo5QudUbP23L8SB4gip5PpLF78NKttXi9iLi,[object Object],2025-05-20T21:54:05.000Z,28,2,13,35,20,168,Skipped,0,1.65
4fzKXFZN1m2hztWsCLBhhCCoTULvC8TkqAkqJHP4fZ7qZfo851SgACUFDbZfaVqLqzsz4VAXTzxNQhEh6K3X2BL9,[object Object],2025-05-20T21:54:05.000Z,20,0,1,18,451,71,Skipped,0,1.65
5S1PLTVE6jjyskVba3pJQLjUme3AT9XjbD1wAii8jmf8WNWkERSBFBFDex77zW4QHNV549Xtf2PAGj78MAWfZQEL,[object Object],2025-05-20T21:54:05.000Z,16,1,19,7,183,285,Skipped,0,1.65
5Ycis3ZoDBJi9TcE9qnJes5PySCQUFkpxUqQf9DbyK5fEJciYsFKpy4GFd3jcggEtxT7mGYZCY4Tw8KseQ3jy5jH,[object Object],2025-05-20T21:54:05.000Z,54,0,27,65,451,113,Skipped,0,1.65
4vyMUAXyiuH5FY6cRBnnaABpAksHQcz4NMwhmJEsxAzLs377fnMAjv32kKbfabY9K6FzFfaG5EQqTSCsF5YTXKbR,[object Object],2025-05-20T21:54:05.000Z,25,9,21,18,46,198,Partial Exit (Win),0.05,1.7
zMsUD6R36izo3TbA84BZ4JguEEaki71gBWhq1XgRjqrGL57CC6CazMSQWHz9M9CYo6FGBMtV2nacs4ALgij9U3B,[object Object],2025-05-20T21:54:05.000Z,56,8,9,14,480,195,Moonshot (Win),0.2,1.9
2uhb27Bkdq6A992RHmBgpSfHnCD2ZnEeBUDs5amf1djzJW4TU6PiB5nGS9yXFsGoQzF1uKsPcUXrUkXw3ywr8oov,[object Object],2025-05-20T21:54:05.000Z,27,9,29,50,265,38,Partial Exit (Win),0.05,1.95
3HQPwtkVg4aJzFHFUfE1PutPGzwp6128TXUP1rduJadmw8vBpEcVbGy2upKxep86xwnfbysz8vnU4EeivXy7GokT,[object Object],2025-05-20T21:54:05.000Z,41,5,7,27,442,56,Partial Exit (Win),0.05,2
zNtCRnDXqy8AVZdiK3DFbJcimeB77au53CgkuzLzbcuirfNGmTLVr5wyspPhb9HfN2rPC18VFBqmi5UTGMwxDYN,[object Object],2025-05-20T21:54:05.000Z,45,9,10,89,431,90,Moonshot (Win),0.2,2.2
h5V1Ay5DAfypUChRFjXLArLYK5avC9riCU1ZAzvPkMsc2xw847ytfzVY5W3xMHsS8sdNXkNef9oGuuBuRZnKSXJ,[object Object],2025-05-20T21:54:05.000Z,74,2,8,56,351,160,Skipped,0,2.2
46gmPFn9ctSxtQdN2usZVX9JRHUqVRWZzoETvwrAdEhEK3XmeLcMm9YddsubY5VrQgNKBWdTrb4hmh1t2GRitvkB,[object Object],2025-05-20T21:54:05.000Z,8,6,4,62,94,218,Partial Exit (Win),0.05,2.25
3y1bMxFe98EzcmqrkVbZWgQX8iyRAzx3MHCpu8miFKczRaB69ycXs5VYzsE56kKuBwNJhNSn5vdWJZbduwPxNSoW,[object Object],2025-05-20T21:54:05.000Z,67,9,3,95,123,195,Partial Exit (Win),0.05,2.3
3Cta4iFETPAqCZjksK9GKJdPQMbJgHDeJcBerjtZvYFcYbiFA7zcspVZTg3mxaxjYxVXC3GmtUBkcmGFiuUDhUkP,[object Object],2025-05-20T21:54:05.000Z,65,1,29,3,35,51,Skipped,0,2.3
2o95x7CeWNHaRBRox3Xrx4TGX2NNjswtoqwbjP9ojpb2q8MpRr9jvmF3Gwo2vpvVAnaXDjnGojmHweppekWRjQFq,[object Object],2025-05-20T21:54:05.000Z,6,9,2,20,401,60,Moonshot (Win),0.2,2.5
52FoeRZCy8fKwxgUxujizwUa6dcE1V8CbXwjeNef1nYjAbv4aepBhW6CcEtGLyKHxtN3ASHCMvdMN38PcsgAGxzL,[object Object],2025-05-20T21:54:05.000Z,42,3,23,22,307,120,Skipped,0,2.5
3LNdZb7DrYGTjbn3vGiLP8GcLRJr4ocLnoee5jBBoM6yf2C7BSpXnj8JasZDm5EKcsRAnjGpa9WrydZHv2szZJK5,[object Object],2025-05-20T21:54:05.000Z,61,7,27,61,81,132,Partial Exit (Win),0.05,2.55
